CRDO	Credo Technology Group Holding	Communication Equipment	"1.86B
"	0
CREC	Crescera Capital Acquisition	Blank Check / SPAC	"264.58M
"	0
CREG	China Recycling Energy	Commercial Services & Supplies	"38.37M
"	0
CRESY	Cresud SACIF y A.	Real Estate Management & Development	"644.53M
"	0
CREX	Creative Realities	Media	"18.01M
"	0
CRGY	Crescent Energy Company	Oil & Gas E&P	"2.38B
"	0
CRH	CRH Plc	Construction Materials	"39.69B
"	0
CRHC	Cohn Robbins Holdings	Shell Companies	"1.02B
"	0
CRI	Carter's	"""Textiles, Apparel & Luxury Goods"""	"3.93B
"	0
CRIS	Curis	Biotechnology	"294.98M
"	0
CRK	Comstock Resources	"""Oil, Gas & Consumable Fuels"""	"1.92B
"	0
CRKN	Crown ElectroKinetics	Specialty Chemicals	"44.36M
"	0
CRL	Charles River Laboratories International	Life Sciences Tools & Services	"16.93B
"	0
CRMD	CorMedix	Pharmaceuticals	"160.72M
"	0
CRNC	Cerence	Software	"2.54B
"	0
CRNT	Ceragon Networks	Communications Equipment	"194.93M
"	0
CRNX	Crinetics Pharmaceuticals	Biotechnology	"894.90M
"	0
CRON	Cronos Group	Pharmaceuticals	"1.42B
"	0
CROX	Crocs	"""Textiles, Apparel & Luxury Goods"""	"6.10B
"	0
CRS	Carpenter Technology	Metals & Mining	"1.44B
"	0
CRT	Cross Timbers Royalty Trust	"""Oil, Gas & Consumable Fuels"""	"89.10M
"	0
CRTD	Creatd	Internet Content & Information	"28.19M
"	0
CRTO	Criteo	Media	"2.17B
"	0
CRU	Crucible Acquisition	Blank Check / SPAC	"315.68M
"	0
CRVL	CorVel	Health Care Providers & Services	"3.00B
"	0
CRVS	Corvus Pharmaceuticals	Biotechnology	"87.05M
"	0
CRWS	Crown Crafts	"""Textiles, Apparel & Luxury Goods"""	"69.33M
"	0
CRXT	Clarus Therapeutics Holdings	Drug Manufacturers-General	"13.18M
"	0
CRZN	Corazon Capital V838 Monoceros	Blank Check / SPAC	"246.09M
"	0
CSBR	Champions Oncology	Life Sciences Tools & Services	"107.98M
"	0
CSGP	CoStar Group	Professional Services	"27.85B
"	0
CSGS	CSG Systems International	IT Services	"1.86B
"	0
CSII	Cardiovascular Systems	Health Care Equipment & Supplies	"712.07M
"	0
CSIQ	Canadian Solar	Semiconductors & Semiconductor Equipment	"1.67B
"	0
CSL	Carlisle Companies	Industrial Conglomerates	"11.63B
"	0
CSLM	Consilium Acquisition Corp I	Blank Check / SPAC	"218.15M
"	0
CSLT	Castlight Health	Health Care Technology	"332.22M
"	0
CSR	Centerspace	"""Electronic Equipment, Instruments & C..."""	"1.40B
"	0
CSTA	Constellation Acquisition I	Blank Check / SPAC	"385.95M
"	0
CSTE	Caesarstone	Building Products	"437.08M
"	0
CSTL	Castle Biosciences	Biotechnology	"1.07B
"	0
CSTM	Constellium SE	Metals & Mining	"2.50B
"	0
CSTR	CapStar Financial Holdings	Banks	"471.05M
"	0
CSV	Carriage Services	Diversified Consumer Services	"829.78M
"	0
CSWC	Capital Southwest	Capital Markets	"612.00M
"	0
CSWI	CSW Industrials	Building Products	"1.78B
"	0
CSX	CSX Corporation	Road & Rail	"77.01B
"	0
CTAQ	Carney Technology Acquisition II	Blank Check / SPAC	"501.88M
"	0
CTAS	Cintas	Commercial Services & Supplies	"40.18B
"	0
CTBI	Community Trust Bancorp	Banks	"786.17M
"	0
CTEK	CynergisTek	Health Care Providers & Services	"18.06M
"	0
CTG	Computer Task Group	IT Services	"136.01M
"	0
CTGO	Contango ORE	Metals & Mining	"145.29M
"	0
CTHR	Charles & Colvard	"""Textiles, Apparel & Luxury Goods"""	"73.60M
"	0
CTIB	Yunhong CTI	Household Durables	"5.59M
"	0
CTIC	CTI BioPharma	Biotechnology	"206.92M
"	0
CTK	CooTek (Cayman)	Software	"23.35M
"	0
CTKB	Cytek Biosciences	Medical Devices	"1.94B
"	0
CTLP	Cantaloupe	Information Technology Services	"579.81M
"	0
CTLT	Catalent	Pharmaceuticals	"18.24B
"	0
CTMX	CytomX Therapeutics	Biotechnology	"305.37M
"	0
CTO	CTO Realty Growth	Real Estate Management & Development	"350.40M
"	0
CTOS	Custom Truck One Source	Trading Companies & Distributors	"1.91B
"	0
CTRE	CareTrust REIT	Equity Real Estate Investment Trusts...	"2.02B
"	0
CTRM	Castor Maritime	Marine	"121.10M
"	0
CTRN	Citi Trends	Specialty Retail	"432.57M
"	0
CTS	CTS Corporation	"""Electronic Equipment, Instruments & C..."""	"1.07B
"	0
CTSH	Cognizant Technology Solutions	IT Services	"45.92B
"	0
CTSO	CytoSorbents	Health Care Equipment & Supplies	"169.99M
"	0
CTT	CatchMark Timber Trust	Equity Real Estate Investment Trusts...	"399.42M
"	0
CTV	Innovid	Advertising Agencies	"586.98M
"	0
CTVA	Corteva	Chemicals	"34.94B
"	0
CTXR	Citius Pharmaceuticals	Pharmaceuticals	"221.97M
"	0
CTXS	Citrix Systems	Software	"12.77B
"	0
CUBE	CubeSmart	Equity Real Estate Investment Trusts...	"11.06B
"	0
CUE	Cue Biopharma	Biotechnology	"246.15M
"	0
CUEN	Cuentas	Diversified Telecommunication Services	"16.46M
"	0
CUK	Carnival	"""Hotels, Restaurants & Leisure"""	"22.80B
"	0
CULL	Cullman Bancorp	Banks	"89.54M
"	0
CULP	"""Culp, Inc."""	"""Textiles, Apparel & Luxury Goods"""	"110.74M
"	0
CURI	CuriosityStream	Broadcasting	"237.84M
"	0
CURO	CURO Group Holdings	Consumer Finance	"597.51M
"	0
CURV	Torrid Holdings	Apparel Retail	"1.02B
"	0
CUTR	Cutera	Health Care Equipment & Supplies	"651.83M
"	0
CUZ	Cousins Properties	Equity Real Estate Investment Trusts...	"5.74B
"	0
CVAC	CureVac	Biotechnology	"3.78B
"	0
CVBF	CVB Financial	Banks	"3.17B
"	0
CVCO	Cavco Industries	Household Durables	"2.48B
"	0
CVCY	Central Valley Community Bancorp	Banks	"269.91M
"	0
CVE	Cenovus Energy	"""Oil, Gas & Consumable Fuels"""	"30.55B
"	0
CVEO	Civeo	Commercial Services & Supplies	"323.48M
"	0
CVET	Covetrus	Health Care Providers & Services	"2.50B
"	0
CVGW	Calavo Growers	Food Products	"731.69M
"	0
CVI	CVR Energy	"""Oil, Gas & Consumable Fuels"""	"2.08B
"	0
CVII	Churchill Capital VII	Blank Check / SPAC	"1.68B
"	0
CVLG	Covenant Logistics Group	Road & Rail	"359.43M
"	0
CVLT	Commvault Systems	Software	"3.00B
"	0
CVLY	Codorus Valley Bancorp	Banks	"201.14M
"	0
CVM	Cel-Sci	Biotechnology	"260.33M
"	0
CVRX	"""CVRx, Inc."""	Medical Devices	"165.66M
"	0
CVS	CVS Health	Health Care Providers & Services	"140.28B
"	0
CVT	Cvent Holding	Software-Application	"3.26B
"	0
CVU	CPI Aerostructures	Aerospace & Defense	"28.70M
"	0
CVV	CVD Equipment	Semiconductors & Semiconductor Equipment	"32.43M
"	0
CW	Curtiss-Wright	Aerospace & Defense	"5.21B
"	0
CWAN	Clearwater Analytics Holdings	Software-Application	"3.19B
"	0
CWBC	Community West Bancshares	Banks	"118.33M
"	0
CWBR	CohBar	Biotechnology	"30.94M
"	0
CWCO	Consolidated Water Co.	Water Utilities	"156.67M
"	0
CWEN	Clearway Energy	Independent Power and Renewable Elect...	"3.75B
"	0
CWEN.A	Clearway Energy	Independent Power and Renewable Elect...	"3.75B
"	0
CWH	Camping World Holdings	Specialty Retail	"1.54B
"	0
CWK	Cushman & Wakefield	Real Estate Management & Development	"4.74B
"	0
CWT	California Water Service Group	Water Utilities	"3.21B
"	0
CX	CEMEX	Construction Materials	"9.16B
"	0
CXAC	C5 Acquisition	Blank Check / SPAC	"313.44M
"	0
CXDO	Crexendo	IT Services	"93.68M
"	0
CXM	Sprinklr	Software-Application	"2.93B
"	0
CXW	CoreCivic	Equity Real Estate Investment Trusts...	"1.24B
"	0
CYAD	Celyad Oncology	Biotechnology	"80.98M
"	0
CYAN	Cyanotech	Personal Products	"17.96M
"	0
CYBE	CyberOptics	Semiconductors & Semiconductor Equipment	"276.94M
"	0
CYBN	Cybin	Biotechnology	"178.00M
"	0
CYBR	CyberArk Software	Software	"5.56B
"	0
CYCC	Cyclacel Pharmaceuticals	Biotechnology	"34.41M
"	0
CYCN	Cyclerion Therapeutics	Biotechnology	"62.37M
"	0
CYD	China Yuchai International	Machinery	"575.28M
"	0
CYH	Community Health Systems	Health Care Providers & Services	"1.68B
"	0
CYN	Cyngn	Software-Application	"43.35M
"	0
CYRN	Cyren	Software	"23.69M
"	0
CYRX	CryoPort	Health Care Equipment & Supplies	"2.01B
"	0
CYT	Cyteir Therapeutics	Biotechnology	"222.84M
"	0
CYTH	Cyclo Therapeutics	Drug Manufacturers-Specialty & Generic	"32.44M
"	0
CYTK	Cytokinetics	Biotechnology	"2.83B
"	0
CYTO	Altamira Therapeutics	Biotechnology	"19.95M
"	0
CYXT	Cyxtera Technologies	Information Technology Services	"2.02B
"	0
CZNC	Citizens & Northern	Banks	"394.45M
"	0
CZOO	Cazoo Group	Software-Application	"3.61B
"	0
CZR	Caesars Entertainment	"""Hotels, Restaurants & Leisure"""	"17.27B
"	0
CZWI	Citizens Community Bancorp	Banks	"157.12M
"	0
D	Dominion Energy	Multi-Utilities	"64.82B
"	0
DAC	Danaos	Marine	"1.97B
"	0
DADA	Dada Nexus	Internet & Direct Marketing Retail	"2.65B
"	0
DAIO	Data I/O	"""Electronic Equipment, Instruments & C..."""	"41.04M
"	0
DAKT	Daktronics	"""Electronic Equipment, Instruments & C..."""	"218.69M
"	0
DALN	DallasNews	Media	"38.97M
"	0
DALS	DA32 Life Science Tech Acquisition	Blank Check / SPAC	"246.50M
"	0
DAN	Dana Incorporated	Auto Components	"3.18B
"	0
DAO	Youdao	Diversified Consumer Services	"1.76B
"	0
DAR	Darling Ingredients	Food Products	"10.34B
"	0
DATS	DatChat	Software-Application	"46.64M
"	0
DAVA	Endava	IT Services	"7.67B
"	0
DAVE	Dave Inc.	Software-Application	"5.32B
"	0
DBD	Diebold Nixdorf	"""Technology Hardware, Storage & Periph..."""	"747.51M
"	0
DBGI	Digital Brands Group	Apparel Retail	"17.53M
"	0
DBI	Designer Brands	Specialty Retail	"962.40M
"	0
DBRG	DigitalBridge Group	REIT-Diversified	"4.16B
"	0
DBTX	Decibel Therapeutics	Biotechnology	"110.16M
"	0
DBVT	DBV Technologies	Biotechnology	"171.42M
"	0
DCBO	Docebo	Software-Application	"1.88B
"	0
DCFC	Tritium DCFC	Electrical Equipment & Parts	"1.11B
"	0
DCGO	DocGo	Medical Care Facilities	"108.24M
"	0
DCI	Donaldson Company	Machinery	"6.91B
"	0
DCO	Ducommun	Aerospace & Defense	"519.14M
"	0
DCOM	Dime Community Bancshares	Thrifts & Mortgage Finance	"1.38B
"	0
DCP	DCP Midstream LP	"""Oil, Gas & Consumable Fuels"""	"6.23B
"	0
DCPH	Deciphera Pharmaceuticals	Biotechnology	"515.22M
"	0
DCRD	Decarbonization Plus Acquisition IV	Blank Check / SPAC	"389.78M
"	0
DCTH	Delcath Systems	Medical Devices	"50.68M
"	0
DDD	3D Systems	"""Technology Hardware, Storage & Periph..."""	"2.34B
"	0
DDI	DoubleDown Interactive Co.	Electronic Gaming & Multimedia	"730.91M
"	0
DDL	Dingdong (Cayman)	Grocery Stores	"1.22B
"	0
DDS	Dillard's	Multiline Retail	"5.03B
"	0
DECK	Deckers Outdoor	"""Textiles, Apparel & Luxury Goods"""	"9.04B
"	0
DEN	Denbury	"""Oil, Gas & Consumable Fuels"""	"3.87B
"	0
DENN	Denny's	"""Hotels, Restaurants & Leisure"""	"988.19M
"	0
DEO	Diageo	Beverages	"119.66B
"	0
DERM	Journey Medical	Drug Manufacturers-Specialty & Generic	"92.79M
"	0
DESP	Despegar.com	Internet & Direct Marketing Retail	"828.57M
"	0
DFFN	Diffusion Pharmaceuticals	Biotechnology	"30.03M
"	0
DFIN	Donnelley Financial Solutions	Capital Markets	"1.22B
"	0
DFS	Discover Financial Services	Consumer Finance	"33.99B
"	0
DG	Dollar General	Multiline Retail	"48.45B
"	0
DGICA	Donegal Group	Insurance	"433.48M
"	0
DGICB	Donegal Group	Insurance	"434.02M
"	0
DGII	Digi International	Communications Equipment	"767.31M
"	0
DGLY	Digital Ally	"""Electronic Equipment, Instruments & C..."""	"54.28M
"	0
DGNU	Dragoneer Growth Opportunities III	Blank Check / SPAC	"524.62M
"	0
DGX	Quest Diagnostics	Health Care Providers & Services	"16.59B
"	0
DH	Definitive Healthcare	Health Information Services	"2.29B
"	0
DHAC	Digital Health Acquisition	Blank Check / SPAC	"129.18M
"	0
DHBC	DHB Capital	Blank Check / SPAC	"350.54M
"	0
DHC	Diversified Healthcare Trust	Equity Real Estate Investment Trusts...	"767.17M
"	0
DHCA	DHC Acquisition	Blank Check / SPAC	"376.37M
"	0
DHHC	DiamondHead Holdings	Blank Check / SPAC	"419.61M
"	0
DHI	D.R. Horton	Household Durables	"31.86B
"	0
DHIL	Diamond Hill Investment Group	Capital Markets	"586.73M
"	0
DHR	Danaher	Health Care Equipment & Supplies	"205.29B
"	0
DHT	DHT Holdings	"""Oil, Gas & Consumable Fuels"""	"840.11M
"	0
DHX	DHI Group	Interactive Media & Services	"274.96M
"	0
DIBS	1stdibs.com	Internet Retail	"397.70M
"	0
DICE	DICE Therapeutics	Biotechnology	"711.87M
"	0
DILA	DILA Capital Acquisition	Blank Check / SPAC	"74.13M
"	0
DIN	Dine Brands Global	"""Hotels, Restaurants & Leisure"""	"1.22B
"	0
DIOD	Diodes	Semiconductors & Semiconductor Equipment	"4.13B
"	0
DISA	Disruptive Acquisition I	Blank Check / SPAC	"336.88M
"	0
DISCA	Discovery	Media	"13.59B
"	0
DISCB	Discovery	Media	"13.69B
"	0
DISCK	Discovery	Media	"13.74B
"	0
DISH	DISH Network	Media	"16.78B
"	0
DIT	AMCON Distributing Company	Distributors	"95.29M
"	0
DKDCA	Data Knights Acquisition	Blank Check / SPAC	"151.62M
"	0
DKL	Delek Logistics Partners LP	"""Oil, Gas & Consumable Fuels"""	"1.92B
"	0
DKS	Dick's Sporting Goods	Specialty Retail	"10.23B
"	0
DLA	Delta Apparel	"""Textiles, Apparel & Luxury Goods"""	"217.76M
"	0
DLB	Dolby Laboratories	"""Electronic Equipment, Instruments & C..."""	"8.88B
"	0
DLCA	Deep Lake Capital Acquisition	Blank Check / SPAC	"252.54M
"	0
DLHC	DLH Holdings	Professional Services	"194.46M
"	0
DLNG	Dynagas LNG Partners	"""Oil, Gas & Consumable Fuels"""	"107.83M
"	0
DLO	DLocal	Software-Infrastructure	"9.63B
"	0
DLPN	Dolphin Entertainment	Entertainment	"66.96M
"	0
DLR	Digital Realty Trust	Equity Real Estate Investment Trusts...	"41.93B
"	0
DLTH	Duluth Holdings	Internet & Direct Marketing Retail	"512.47M
"	0
DMAC	DiaMedica Therapeutics	Biotechnology	"76.94M
"	0
DMAQ	Deep Medicine Acquisition	Blank Check / SPAC	"148.98M
"	0
DMLP	Dorchester Minerals	"""Oil, Gas & Consumable Fuels"""	"850.65M
"	0
DMRC	Digimarc	Software	"535.42M
"	0
DMS	Digital Media Solutions	Advertising Agencies	"302.03M
"	0
DMTK	DermTech	Biotechnology	"397.91M
"	0
DMYS	"""dMY Technology Group, Inc. VI"""	Blank Check / SPAC	"246.39M
"	0
DNA	Ginkgo Bioworks Holdings	Biotechnology	"9.25B
"	0
DNAA	Social Capital Suvretta Holdings I	Blank Check / SPAC	"314.12M
"	0
DNAB	Social Capital Suvretta Holdings II	Blank Check / SPAC	"307.74M
"	0
DNAC	Social Capital Suvretta Holdings III	Blank Check / SPAC	"314.12M
"	0
DNAD	Social Capital Suvretta Holdings IV	Blank Check / SPAC	"308.22M
"	0
DNAY	Codex DNA	Medical Devices	"216.29M
"	0
DNB	Dun & Bradstreet Holdings	Professional Services	"8.92B
"	0
DNLI	Denali Therapeutics	Biotechnology	"4.32B
"	0
DNN	Denison Mines	"""Oil, Gas & Consumable Fuels"""	"993.06M
"	0
DNOW	NOW Inc.	Trading Companies & Distributors	"1.02B
"	0
DNZ	D & Z Media Acquisition	Blank Check / SPAC	"350.03M
"	0
DOC	Physicians Realty Trust	Equity Real Estate Investment Trusts...	"3.93B
"	0
DOCN	DigitalOcean Holdings	Software-Infrastructure	"6.32B
"	0
DOCS	Doximity	Health Information Services	"9.22B
"	0
DOGZ	Dogness (International)	"""Textiles, Apparel & Luxury Goods"""	"113.54M
"	0
DOLE	Dole plc	Farm Products	"1.38B
"	0
DOMA	Doma Holdings	Shell Companies	"1.29B
"	0
DOMO	"""Domo, Inc."""	Software	"1.57B
"	0
DOOO	BRP Inc.	Leisure Products	"6.81B
"	0
DOOR	Masonite International	Building Products	"2.98B
"	0
DORM	Dorman Products	Auto Components	"3.02B
"	0
DOUG	Douglas Elliman	Real Estate Services	"599.23M
"	0
DOV	Dover	Machinery	"24.43B
"	0
DOX	Amdocs	IT Services	"9.60B
"	0
DOYU	DouYu International Holdings	Entertainment	"716.95M
"	0
DPRO	Draganfly	Aerospace & Defense	"38.91M
"	0
DRAY	Macondray Capital Acquisition I	Blank Check / SPAC	"353.98M
"	0
DRD	DRDGOLD	Metals & Mining	"689.22M
"	0
DRE	Duke Realty	Equity Real Estate Investment Trusts...	"21.79B
"	0
DRH	DiamondRock Hospitality Company	Equity Real Estate Investment Trusts...	"1.99B
"	0
DRI	Darden Restaurants	"""Hotels, Restaurants & Leisure"""	"17.87B
"	0
DRIO	DarioHealth	Health Care Equipment & Supplies	"145.37M
"	0
DRMA	Dermata Therapeutics	Biotechnology	"19.74M
"	0
DRQ	Dril-Quip	Energy Equipment & Services	"918.62M
"	0
DRRX	DURECT	Pharmaceuticals	"178.77M
"	0
DRTT	DIRTT Environmental Solutions	Building Products	"141.66M
"	0
DRUG	Bright Minds Biosciences	Biotechnology	"29.38M
"	0
DRVN	Driven Brands Holdings	Auto & Truck Dealerships	"4.87B
"	0
DSAC	Duddell Street Acquisition	Blank Check / SPAC	"216.56M
"	0
DSEY	Diversey Holdings	Personal Services	"3.63B
"	0
DSGN	Design Therapeutics	Biotechnology	"710.81M
"	0
DSGX	The Descartes Systems Group	Software	"6.10B
"	0
DSKE	Daseke	Road & Rail	"717.38M
"	0
DSP	Viant Technology	Software-Application	"109.48M
"	0
DSS	"""DSS, Inc."""	Commercial Services & Supplies	"66.36M
"	0
DSWL	Deswell Industries	"""Electronic Equipment, Instruments & C..."""	"60.08M
"	0
DSX	Diana Shipping	Marine	"351.49M
"	0
DT	Dynatrace	Software	"16.04B
"	0
DTE	DTE Energy Company	Multi-Utilities	"22.95B
"	0
DTEA	DAVIDsTEA	Specialty Retail	"83.03M
"	0
DTIL	Precision BioSciences	Biotechnology	"298.98M
"	0
DTM	DT Midstream	Oil & Gas Midstream	"5.09B
"	0
DTOC	Digital Transformation Opportunities	Blank Check / SPAC	"404.79M
"	0
DTRT	DTRT Health Acquisition	Blank Check / SPAC	"249.00M
"	0
DTSS	Datasea	Software	"30.47M
"	0
DTST	Data Storage	Information Technology Services	"21.62M
"	0
DUET	DUET Acquisition	Blank Check / SPAC	"97.67M
"	0
DUK	Duke Energy	Electric Utilities	"79.59B
"	0
DUO	Fangdd Network Group	Interactive Media & Services	"33.14M
"	0
DUOL	Duolingo	Software-Application	"3.74B
"	0
DUOT	Duos Technologies Group	Software	"18.96M
"	0
DV	DoubleVerify Holdings	Software-Application	"4.44B
"	0
DVA	DaVita	Health Care Providers & Services	"11.12B
"	0
DVAX	Dynavax Technologies	Biotechnology	"1.52B
"	0
DVN	Devon Energy	"""Oil, Gas & Consumable Fuels"""	"35.58B
"	0
DWIN	Delwinds Insurance Acquisition	Blank Check / SPAC	"255.05M
"	0
DX	Dynex Capital	Mortgage Real Estate Investment Trus...	"585.92M
"	0
DXC	DXC Technology Company	IT Services	"7.77B
"	0
DXCM	DexCom	Health Care Equipment & Supplies	"42.16B
"	0
DXF	Dunxin Financial Holdings	Diversified Financial Services	"17.17M
"	0
DXLG	Destination XL Group	Specialty Retail	"306.78M
"	0
DXPE	DXP Enterprises	Trading Companies & Distributors	"548.83M
"	0
DXR	Daxor	Health Care Equipment & Supplies	"43.88M
"	0
DXYN	The Dixie Group	Household Durables	"65.09M
"	0
DY	Dycom Industries	Construction & Engineering	"2.61B
"	0
DYAI	Dyadic International	Biotechnology	"110.63M
"	0
DYN	Dyne Therapeutics	Independent Power and Renewable Elect...	"397.80M
"	0
DYNS	Dynamics Special Purpose	Blank Check / SPAC	"291.41M
"	0
DYNT	Dynatronics	Health Care Equipment & Supplies	"14.36M
"	0
DZSI	"""DZS, Inc."""	Communications Equipment	"407.22M
"	0
E	Eni SpA	"""Oil, Gas & Consumable Fuels"""	"53.70B
"	0
EAC	Edify Acquisition	Blank Check / SPAC	"335.82M
"	0
EAF	GrafTech International	Electrical Equipment	"2.88B
"	0
EAR	Eargo	Medical Devices	"202.20M
"	0
EARN	Ellington Residential Mortgage REIT	Mortgage Real Estate Investment Trus...	"135.17M
"	0
EAST	Eastside Distilling	Beverages	"19.10M
"	0
EB	Eventbrite	Interactive Media & Services	"1.39B
"	0
EBAC	European Biotech Acquisition	Blank Check / SPAC	"159.56M
"	0
EBC	Eastern Bankshares	Banks	"3.93B
"	0
EBET	Esports Technologies	Gambling	"162.07M
"	0
EBF	Ennis	Commercial Services & Supplies	"492.53M
"	0
EBIX	"""Ebix, Inc."""	Software	"928.61M
"	0
EBMT	Eagle Bancorp Montana	Banks	"151.73M
"	0
EBON	Ebang International Holdings	Computer Hardware	"215.57M
"	0
EBR	Centrais Eletricas Brasileiras	Electric Utilities	"10.32B
"	0
EBS	Emergent BioSolutions	Biotechnology	"2.53B
"	0
EBTC	Enterprise Bancorp	Banks	"489.12M
"	0
ECC	Eagle Point Credit Company	n/a	"533.43M
"	0
ECL	Ecolab	Chemicals	"54.92B
"	0
ECOL	US Ecology	Commercial Services & Supplies	"902.83M
"	0
ECOM	ChannelAdvisor	Software	"635.83M
"	0
ECOR	electroCore	Health Care Equipment & Supplies	"49.49M
"	0
ECPG	Encore Capital Group	Consumer Finance	"1.90B
"	0
ECVT	Ecovyst	Specialty Chemicals	"1.41B
"	0
EDAP	EDAP TMS	Health Care Equipment & Supplies	"237.09M
"	0
EDN	Empresa Distribuidora y Comercializadora Norte	Electric Utilities	"555.89M
"	0
EDNC	Endurance Acquisition	Blank Check / SPAC	"244.50M
"	0
EDR	Endeavor Group Holdings	Entertainment	"8.48B
"	0
EDRY	EuroDry	Marine	"60.58M
"	0
EDSA	Edesa Biotech	Biotechnology	"60.29M
"	0
EDTK	Skillful Craftsman Education Technology	Education & Training Services	"21.46M
"	0
EDTX	EdtechX Holdings Acquisition II	Blank Check / SPAC	"144.32M
"	0
EDU	New Oriental Education & Technology Group	Diversified Consumer Services	"2.39B
"	0
EDUC	Educational Development	Distributors	"66.09M
"	0
EEFT	Euronet Worldwide	IT Services	"7.20B
"	0
EEIQ	Elite Education Group International	Diversified Consumer Services	"30.78M
"	0
EEX	Emerald Holding	Media	"247.57M
"	0
EFC	Ellington Financial	Mortgage Real Estate Investment Trus...	"1.02B
"	0
EFOI	Energy Focus	Electrical Equipment	"10.74M
"	0
EFSC	Enterprise Financial Services	Banks	"1.90B
"	0
EFTR	eFFECTOR Therapeutics	Biotechnology	"238.46M
"	0
EFX	Equifax	Professional Services	"29.55B
"	0
EGAN	eGain	Software	"323.93M
"	0
EGBN	Eagle Bancorp	Banks	"1.92B
"	0
EGGF	EG Acquisition	Blank Check / SPAC	"271.55M
"	0
EGHT	"""8x8, Inc."""	Software	"1.76B
"	0
EGLE	Eagle Bulk Shipping	Marine	"640.68M
"	0
EGLX	Enthusiast Gaming Holdings	Electronic Gaming & Multimedia	"327.05M
"	0
EGO	Eldorado Gold	Metals & Mining	"1.61B
"	0
EGP	EastGroup Properties	Equity Real Estate Investment Trusts...	"8.00B
"	0
EGRX	Eagle Pharmaceuticals	Biotechnology	"593.91M
"	0
EGY	VAALCO Energy	"""Oil, Gas & Consumable Fuels"""	"302.17M
"	0
EH	EHang Holdings	Aerospace & Defense	"914.58M
"	0
EHC	Encompass Health	Health Care Providers & Services	"6.11B
"	0
EHTH	eHealth	Insurance	"571.57M
"	0
EIC	Eagle Point Income Company	n/a	"0.00
"	0
EIG	Employers Holdings	Insurance	"1.09B
"	0
EIGR	Eiger BioPharmaceuticals	Biotechnology	"149.49M
"	0
EIX	Edison International	Electric Utilities	"23.43B
"	0
EJFA	EJF Acquisition	Blank Check / SPAC	"357.04M
"	0
